Sr No.,Benchmark,Kernel Name,grid_size,block_size,Total Threads,reg_thread,shmem_block,comp_inst_kernel,comp_inst_sim,comp_lat_sim,avg_comp_lat,glob_inst_kernel,glob_inst_sim,glob_lat_sim,avg_glob_lat,shar_inst_kernel,shar_inst_sim,shar_lat_sim,avg_shar_lat,misc_inst_kernel,misc_inst_sim,misc_lat_sim,avg_misc_lat,total_inst,branch,glob_load_sim,glob_store_sim,inst_issue_cycles,sm_active,waves,global_Throughput,glb_penalty,wtotal,cache_penalty,sh_throughput,sh_penalty,occupancy,Power
15,bfs,BFSv2_4096,16,256,4096,14,0,15,15,1284,85.6,10,16,7209.6,450.6,0,0,0,0,3,53,530,10,84,2,4,1,5,,,15758.04545,10.41802301,1,56.325,0,0,1,38.45322
16,bfs,BFSv2_4096,7,600,4200,14,0,15,15,1284,85.6,10,16,7209.6,450.6,0,0,0,0,3,53,530,10,84,2,4,1,5,,,15758.04545,11.72027588,1,57.75512695,0,0,0.89,38.65755
17,bfs,BFSv2_65536,64,1024,65536,14,0,15,30,2568,85.6,10,32,14419.2,450.6,0,0,0,0,3,106,1060,10,168,4,8,2,168,,,15796.27841,332.5698385,3,600.8,0,0,1,39.53553
18,bfs,BFSv2_65536,256,256,65536,14,0,15,30,2568,85.6,10,32,14419.2,450.6,0,0,0,0,3,106,1060,10,168,4,8,2,168,,,15796.27841,332.5698385,3,600.8,0,0,1,39.10607
19,bfs,BFSv2_65536,110,600,66000,14,0,15,30,2568,85.6,10,32,14419.2,450.6,0,0,0,0,3,106,1060,10,168,4,8,2,169,,,15796.27841,335.1680404,3,605.0537109,0,0,0.89,39.2517
20,Branch,Branch,128,16,2048,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,3,,,15729.35728,1.304628004,1,6.89453125,0,0,0.5,40.4065
21,Branch,Branch,128,32,4096,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,6,,,15729.35728,2.609256009,1,13.7890625,0,0,0.5,40.95705
22,Branch,Branch,256,16,4096,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,6,,,15729.35728,2.609256009,1,13.7890625,0,0,0.5,41.53724
23,Branch,Branch,128,64,8192,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,11,,,15729.35728,5.218512017,1,27.578125,0,0,1,41.90435
24,Branch,Branch,256,32,8192,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,11,,,15729.35728,5.218512017,1,27.578125,0,0,0.5,41.76351
25,Branch,Branch,512,16,8192,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,11,,,15729.35728,5.218512017,1,27.578125,0,0,0.5,42.9745
26,Branch,Branch,10,1024,10240,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,14,,,15729.35728,6.523140022,1,34.47265625,0,0,1,42.25172
27,Branch,Branch,20,512,10240,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,14,,,15729.35728,6.523140022,1,34.47265625,0,0,1,42.47733
28,Branch,Branch,40,256,10240,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,14,,,15729.35728,6.523140022,1,34.47265625,0,0,1,42.98556
29,Branch,Branch,80,128,10240,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,14,,,15729.35728,6.523140022,1,34.47265625,0,0,1,42.73998
30,Branch,Branch,160,64,10240,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,14,,,15729.35728,6.523140022,1,34.47265625,0,0,1,42.37124
31,Branch,Branch,320,32,10240,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,14,,,15729.35728,6.523140022,1,34.47265625,0,0,0.5,42.47028
32,Branch,Branch,640,16,10240,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,14,,,15729.35728,6.523140022,1,34.47265625,0,0,0.5,43.22497
33,Branch,Branch,128,128,16384,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,23,,,15729.35728,10.43702403,2,27.578125,0,0,1,44.20213
34,Branch,Branch,256,64,16384,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,23,,,15729.35728,10.43702403,2,27.578125,0,0,1,44.10276
35,Branch,Branch,1024,16,16384,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,23,,,15729.35728,10.43702403,2,27.578125,0,0,0.5,44.85225
36,Branch,Branch,1280,16,20480,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,28,,,15729.35728,13.04628004,2,34.47265625,0,0,0.5,45.73056
37,Branch,Branch,128,256,32768,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,45,,,15729.35728,20.87404807,2,55.15625,0,0,1,47.34405
38,Branch,Branch,256,128,32768,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,45,,,15729.35728,20.87404807,2,55.15625,0,0,1,47.48934
39,Branch,Branch,512,64,32768,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,45,,,15729.35728,20.87404807,2,55.15625,0,0,1,47.86418
40,Branch,Branch,1024,32,32768,15,0,18,18,4536,252,4,4,1765,441.25,0,0,0,0,68,68,680,10,90,3,3,1,45,,,15729.35728,20.87404807,2,55.15625,0,0,0.5,46.73474
41,Branch,Branch,1280,32,40960,15,0,18,36,9072,252,4,8,3530,441.25,0,0,0,0,68,136,1360,10,180,6,6,2,113,,,15738.92128,52.15340907,2,137.890625,0,0,0.5,47.69362
42,Branch,Branch,2560,16,40960,15,0,18,36,9072,252,4,8,3530,441.25,0,0,0,0,68,136,1360,10,180,6,6,2,113,,,15738.92128,52.15340907,2,137.890625,0,0,0.5,49.2902
43,Branch,Branch,128,512,65536,15,0,18,36,9072,252,4,8,3530,441.25,0,0,0,0,68,136,1360,10,180,6,6,2,180,,,15738.92128,83.44545451,3,147.0833333,0,0,1,52.46813
44,Branch,Branch,256,256,65536,15,0,18,36,9072,252,4,8,3530,441.25,0,0,0,0,68,136,1360,10,180,6,6,2,180,,,15738.92128,83.44545451,3,147.0833333,0,0,1,52.01868
45,Branch,Branch,512,128,65536,15,0,18,36,9072,252,4,8,3530,441.25,0,0,0,0,68,136,1360,10,180,6,6,2,180,,,15738.92128,83.44545451,3,147.0833333,0,0,1,52.14242
46,Branch,Branch,1024,64,65536,15,0,18,36,9072,252,4,8,3530,441.25,0,0,0,0,68,136,1360,10,180,6,6,2,180,,,15738.92128,83.44545451,3,147.0833333,0,0,1,52.20495
47,Branch,Branch,1280,64,81920,15,0,18,54,13608,252,4,12,5295,441.25,0,0,0,0,68,204,2040,10,270,9,9,3,338,,,15748.484,156.3652222,3,275.78125,0,0,1,55.09254
48,Branch,Branch,2560,32,81920,15,0,18,54,13608,252,4,12,5295,441.25,0,0,0,0,68,204,2040,10,270,9,9,3,338,,,15748.484,156.3652222,3,275.78125,0,0,0.5,52.42733
49,Branch,Branch,5120,16,81920,15,0,18,54,13608,252,4,12,5295,441.25,0,0,0,0,68,204,2040,10,270,9,9,3,338,,,15748.484,156.3652222,3,275.78125,0,0,0.5,53.60748
50,Branch,Branch,200,512,102400,15,0,18,54,13608,252,4,12,5295,441.25,0,0,0,0,68,204,2040,10,270,9,9,3,422,,,15748.484,195.4565277,4,258.5449219,0,0,1,54.25335
51,Branch,Branch,400,256,102400,15,0,18,54,13608,252,4,12,5295,441.25,0,0,0,0,68,204,2040,10,270,9,9,3,422,,,15748.484,195.4565277,4,258.5449219,0,0,1,56.03453
52,Branch,Branch,800,128,102400,15,0,18,54,13608,252,4,12,5295,441.25,0,0,0,0,68,204,2040,10,270,9,9,3,422,,,15748.484,195.4565277,4,258.5449219,0,0,1,55.69797
53,Branch,Branch,1600,64,102400,15,0,18,54,13608,252,4,12,5295,441.25,0,0,0,0,68,204,2040,10,270,9,9,3,422,,,15748.484,195.4565277,4,258.5449219,0,0,1,55.75344
54,Branch,Branch,3200,32,102400,15,0,18,54,13608,252,4,12,5295,441.25,0,0,0,0,68,204,2040,10,270,9,9,3,422,,,15748.484,195.4565277,4,258.5449219,0,0,0.5,54.47334
55,Branch,Branch,6400,16,102400,15,0,18,54,13608,252,4,12,5295,441.25,0,0,0,0,68,204,2040,10,270,9,9,3,422,,,15748.484,195.4565277,4,258.5449219,0,0,0.5,59.47665
56,Branch,Branch,100,1024,102400,15,0,18,54,13608,252,4,12,5295,441.25,0,0,0,0,68,204,2040,10,270,9,9,3,422,,,15748.484,195.4565277,4,258.5449219,0,0,1,56.46424
57,Branch,Branch,1000,128,128000,15,0,18,72,18144,252,4,16,7060,441.25,0,0,0,0,68,272,2720,10,360,12,12,4,703,,,15758.04545,325.563219,5,344.7265625,0,0,1,58.96192
58,Branch,Branch,128,1024,131072,15,0,18,72,18144,252,4,16,7060,441.25,0,0,0,0,68,272,2720,10,360,12,12,4,720,,,15758.04545,333.3767362,5,353,0,0,1,57.14108
59,Branch,Branch,256,512,131072,15,0,18,72,18144,252,4,16,7060,441.25,0,0,0,0,68,272,2720,10,360,12,12,4,720,,,15758.04545,333.3767362,5,353,0,0,1,58.29923
60,Branch,Branch,512,256,131072,15,0,18,72,18144,252,4,16,7060,441.25,0,0,0,0,68,272,2720,10,360,12,12,4,720,,,15758.04545,333.3767362,5,353,0,0,1,58.28244
61,Branch,Branch,1024,128,131072,15,0,18,72,18144,252,4,16,7060,441.25,0,0,0,0,68,272,2720,10,360,12,12,4,720,,,15758.04545,333.3767362,5,353,0,0,1,59.18892
62,Branch,Branch,1280,128,163840,15,0,18,90,22680,252,4,20,8825,441.25,0,0,0,0,68,340,3400,10,450,15,15,5,1125,,,15767.60561,520.5853194,6,459.6354167,0,0,1,60.68462
63,Branch,Branch,2560,64,163840,15,0,18,90,22680,252,4,20,8825,441.25,0,0,0,0,68,340,3400,10,450,15,15,5,1125,,,15767.60561,520.5853194,6,459.6354167,0,0,1,62.09115
64,Branch,Branch,5120,32,163840,15,0,18,90,22680,252,4,20,8825,441.25,0,0,0,0,68,340,3400,10,450,15,15,5,1125,,,15767.60561,520.5853194,6,459.6354167,0,0,0.5,58.38797
65,Branch,Branch,10240,16,163840,15,0,18,90,22680,252,4,20,8825,441.25,0,0,0,0,68,340,3400,10,450,15,15,5,1125,,,15767.60561,520.5853194,6,459.6354167,0,0,0.5,65.77564
66,Branch,Branch,5121,32,163872,15,0,18,90,22680,252,4,20,8825,441.25,0,0,0,0,68,340,3400,10,450,15,15,5,1125,,,15767.60561,522.2121485,6,459.7251892,0,0,0.5,44.02713
67,Branch,Branch,1500,128,192000,15,0,18,108,27216,252,4,24,10590,441.25,0,0,0,0,68,408,4080,10,540,18,18,6,1582,,,15777.16449,731.6295656,7,554.0248326,0,0,1,64.09519
68,Branch,Branch,1000,256,256000,15,0,18,144,36288,252,4,32,14120,441.25,0,0,0,0,68,544,5440,10,720,24,24,8,2813,,,15796.27841,1299.100932,8,861.8164063,0,0,1,73.58855
69,Branch,Branch,2000,128,256000,15,0,18,144,36288,252,4,32,14120,441.25,0,0,0,0,68,544,5440,10,720,24,24,8,2813,,,15796.27841,1299.100932,8,861.8164063,0,0,1,74.69567
70,Branch,Branch,256,1024,262144,15,0,18,144,36288,252,4,32,14120,441.25,0,0,0,0,68,544,5440,10,720,24,24,8,2880,,,15796.27841,1330.279354,9,784.4444444,0,0,1,73.99
71,Branch,Branch,512,512,262144,15,0,18,144,36288,252,4,32,14120,441.25,0,0,0,0,68,544,5440,10,720,24,24,8,2880,,,15796.27841,1330.279354,9,784.4444444,0,0,1,74.72443
72,Branch,Branch,1024,256,262144,15,0,18,144,36288,252,4,32,14120,441.25,0,0,0,0,68,544,5440,10,720,24,24,8,2880,,,15796.27841,1330.279354,9,784.4444444,0,0,1,73.87916
73,Branch,Branch,1280,256,327680,15,0,18,180,45360,252,4,40,17650,441.25,0,0,0,0,68,680,6800,10,900,30,30,10,4500,,,15815.38722,2076.050086,10,1103.125,0,0,1,77.09976
74,Branch,Branch,2560,128,327680,15,0,18,180,45360,252,4,40,17650,441.25,0,0,0,0,68,680,6800,10,900,30,30,10,4500,,,15815.38722,2076.050086,10,1103.125,0,0,1,76.43157
75,Branch,Branch,5120,64,327680,15,0,18,180,45360,252,4,40,17650,441.25,0,0,0,0,68,680,6800,10,900,30,30,10,4500,,,15815.38722,2076.050086,10,1103.125,0,0,1,77.19787
76,Branch,Branch,10240,32,327680,15,0,18,180,45360,252,4,40,17650,441.25,0,0,0,0,68,680,6800,10,900,30,30,10,4500,,,15815.38722,2076.050086,10,1103.125,0,0,0.5,72.64421
77,Branch,Branch,1500,256,384000,15,0,18,216,54432,252,4,48,21180,441.25,0,0,0,0,68,816,8160,10,1080,36,36,12,6328,,,15834.49091,2915.923238,12,1292.724609,0,0,1,73.668
78,Branch,Branch,1000,512,512000,15,0,18,288,72576,252,4,64,28240,441.25,0,0,0,0,68,1088,10880,10,1440,48,48,16,11250,,,15872.68295,5171.390386,16,1723.632813,0,0,1,79.2712
79,Branch,Branch,2000,256,512000,15,0,18,288,72576,252,4,64,28240,441.25,0,0,0,0,68,1088,10880,10,1440,48,48,16,11250,,,15872.68295,5171.390386,16,1723.632813,0,0,1,79.52167
80,Branch,Branch,4000,128,512000,15,0,18,288,72576,252,4,64,28240,441.25,0,0,0,0,68,1088,10880,10,1440,48,48,16,11250,,,15872.68295,5171.390386,16,1723.632813,0,0,1,78.66845
81,Branch,Branch,512,1024,524288,15,0,18,288,72576,252,4,64,28240,441.25,0,0,0,0,68,1088,10880,10,1440,48,48,16,11520,,,15872.68295,5295.503755,16,1765,0,0,1,80.77322
82,Branch,Branch,1024,512,524288,15,0,18,288,72576,252,4,64,28240,441.25,0,0,0,0,68,1088,10880,10,1440,48,48,16,11520,,,15872.68295,5295.503755,16,1765,0,0,1,78.27788
83,Branch,Branch,1280,512,655360,15,0,18,360,90720,252,4,80,35300,441.25,0,0,0,0,68,1360,13600,10,1800,60,60,20,18000,,,15910.85454,8254.373997,20,2206.25,0,0,1,81.4185
84,Branch,Branch,2560,256,655360,15,0,18,360,90720,252,4,80,35300,441.25,0,0,0,0,68,1360,13600,10,1800,60,60,20,18000,,,15910.85454,8254.373997,20,2206.25,0,0,1,79.65347
85,Branch,Branch,5120,128,655360,15,0,18,360,90720,252,4,80,35300,441.25,0,0,0,0,68,1360,13600,10,1800,60,60,20,18000,,,15910.85454,8254.373997,20,2206.25,0,0,1,82.085
86,Branch,Branch,10240,64,655360,15,0,18,360,90720,252,4,80,35300,441.25,0,0,0,0,68,1360,13600,10,1800,60,60,20,18000,,,15910.85454,8254.373997,20,2206.25,0,0,1,79.28558
87,Branch,Branch,1500,512,768000,15,0,18,432,108864,252,4,96,42360,441.25,0,0,0,0,68,1632,16320,10,2160,72,72,24,25313,,,15949.0057,11579.94696,23,2697.860054,0,0,1,79.695
88,Branch,Branch,2000,512,1024000,15,0,18,576,145152,252,4,128,56480,441.25,0,0,0,0,68,2176,21760,10,2880,96,96,32,45000,,,16025.24675,20488.63054,30,3677.083333,0,0,1,84.2048
89,Branch,Branch,4000,256,1024000,15,0,18,576,145152,252,4,128,56480,441.25,0,0,0,0,68,2176,21760,10,2880,96,96,32,45000,,,16025.24675,20488.63054,30,3677.083333,0,0,1,79.79336
90,Branch,Branch,1000,1024,1024000,15,0,18,576,145152,252,4,128,56480,441.25,0,0,0,0,68,2176,21760,10,2880,96,96,32,45000,,,16025.24675,20488.63054,30,3677.083333,0,0,1,82.58716
91,Branch,Branch,4000,256,1024000,15,0,18,576,145152,252,4,128,56480,441.25,0,0,0,0,68,2176,21760,10,2880,96,96,32,45000,,,16025.24675,20488.63054,30,3677.083333,0,0,1,83.08219
92,Branch,Branch,8000,128,1024000,15,0,18,576,145152,252,4,128,56480,441.25,0,0,0,0,68,2176,21760,10,2880,96,96,32,45000,,,16025.24675,20488.63054,30,3677.083333,0,0,1,80.92207
93,Branch,Branch,16000,64,1024000,15,0,18,576,145152,252,4,128,56480,441.25,0,0,0,0,68,2176,21760,10,2880,96,96,32,45000,,,16025.24675,20488.63054,30,3677.083333,0,0,1,83.14656
94,Branch,Branch,32000,32,1024000,15,0,18,576,145152,252,4,128,56480,441.25,0,0,0,0,68,2176,21760,10,2880,96,96,32,45000,,,16025.24675,20488.63054,30,3677.083333,0,0,0.5,82.74531
95,Branch,Branch,64000,16,1024000,15,0,18,576,145152,252,4,128,56480,441.25,0,0,0,0,68,2176,21760,10,2880,96,96,32,45000,,,16025.24675,20488.63054,30,3677.083333,0,0,0.5,80.87353
96,Branch,Branch,1024,1024,1048576,15,0,18,576,145152,252,4,128,56480,441.25,0,0,0,0,68,2176,21760,10,2880,96,96,32,46080,,,16025.24675,20980.35767,31,3643.870968,0,0,1,83.516
97,Branch,Branch,1280,1024,1310720,15,0,18,720,181440,252,4,160,70600,441.25,0,0,0,0,68,2720,27200,10,3600,120,120,40,72000,,,16101.40619,32626.75133,39,4525.641026,0,0,1,39.04205
98,Branch,Branch,2560,512,1310720,15,0,18,720,181440,252,4,160,70600,441.25,0,0,0,0,68,2720,27200,10,3600,120,120,40,72000,,,16101.40619,32626.75133,39,4525.641026,0,0,1,38.77098
99,Branch,Branch,5120,256,1310720,15,0,18,720,181440,252,4,160,70600,441.25,0,0,0,0,68,2720,27200,10,3600,120,120,40,72000,,,16101.40619,32626.75133,39,4525.641026,0,0,1,39.16845
100,Branch,Branch,10240,128,1310720,15,0,18,720,181440,252,4,160,70600,441.25,0,0,0,0,68,2720,27200,10,3600,120,120,40,72000,,,16101.40619,32626.75133,39,4525.641026,0,0,1,39.258
101,Branch,Branch,2560,1024,2621440,15,0,18,1440,362880,252,4,320,141200,441.25,0,0,0,0,68,5440,54400,10,7200,240,240,80,288000,,,16480.98229,127501.2779,76,9289.473684,0,0,1,39.325
102,Branch,Branch,5120,512,2621440,15,0,18,1440,362880,252,4,320,141200,441.25,0,0,0,0,68,5440,54400,10,7200,240,240,80,288000,,,16480.98229,127501.2779,76,9289.473684,0,0,1,38.88631
103,Branch,Branch,10240,256,2621440,15,0,18,1440,362880,252,4,320,141200,441.25,0,0,0,0,68,5440,54400,10,7200,240,240,80,288000,,,16480.98229,127501.2779,76,9289.473684,0,0,1,39.22053
104,Branch,Branch,5120,1024,5242880,15,0,18,2880,725760,252,4,640,282400,441.25,0,0,0,0,68,10880,108800,10,14400,480,480,160,1152000,,,17234.06368,487719.2851,151,18701.98675,0,0,1,38.6265
105,Branch,Branch,10240,512,5242880,15,0,18,2880,725760,252,4,640,282400,441.25,0,0,0,0,68,10880,108800,10,14400,480,480,160,1152000,,,17234.06368,487719.2851,151,18701.98675,0,0,1,38.36458
106,Branch,Branch,20000,512,10240000,15,0,18,5634,1419768,252,4,1252,552445,441.25,0,0,0,0,68,21284,212840,10,28170,939,939,313,4401563,,,18652.06088,1721809.864,294,36700.48097,0,0,1,39.06315
107,Branch,Branch,10240,1024,10485760,15,0,18,5760,1451520,252,4,1280,564800,441.25,0,0,0,0,68,21760,217600,10,28800,960,960,320,4608000,,,18716.24433,1796382.878,301,37528.2392,0,0,1,39.137
24,cdpSimpleQuickSort,cdpSimpleQuickSort,64,8,512,29,0,93,93,3525,37.90322581,15,11,4059,369,0,0,0,0,341,341,3410,10,445,16,4,7,3,,,15746.09344,0.8959784248,1,3.963867188,0,0,0.5,45.17027
25,cdpSimpleQuickSort,cdpSimpleQuickSort,64,16,1024,29,0,93,93,3525,37.90322581,15,11,4059,369,0,0,0,0,341,341,3410,10,445,16,4,7,7,,,15746.09344,1.79195685,1,7.927734375,0,0,0.5,45.3708
26,cdpSimpleQuickSort,cdpSimpleQuickSort,64,32,2048,29,0,93,93,3525,37.90322581,15,11,4059,369,0,0,0,0,341,341,3410,10,445,16,4,7,14,,,15746.09344,3.583913699,1,15.85546875,0,0,0.5,46.37512
32,cdpSimpleQuickSort,cdpSimpleQuickSort,256,8,2048,29,0,93,93,3525,37.90322581,15,11,4059,369,0,0,0,0,341,341,3410,10,445,16,4,7,14,,,15746.09344,3.583913699,1,15.85546875,0,0,0.5,48.55962
27,cdpSimpleQuickSort,cdpSimpleQuickSort,64,64,4096,29,0,93,93,3525,37.90322581,15,11,4059,369,0,0,0,0,341,341,3410,10,445,16,4,7,28,,,15746.09344,7.167827398,1,31.7109375,0,0,1,48.31125
29,cdpSimpleQuickSort,cdpSimpleQuickSort,16,256,4096,29,0,93,93,3525,37.90322581,15,11,4059,369,0,0,0,0,341,341,3410,10,445,16,4,7,28,,,15746.09344,7.167827398,1,31.7109375,0,0,1,51.0331
33,cdpSimpleQuickSort,cdpSimpleQuickSort,256,16,4096,29,0,93,93,3525,37.90322581,15,11,4059,369,0,0,0,0,341,341,3410,10,445,16,4,7,28,,,15746.09344,7.167827398,1,31.7109375,0,0,0.5,48.13012
28,cdpSimpleQuickSort,cdpSimpleQuickSort,64,128,8192,29,0,93,93,3525,37.90322581,15,11,4059,369,0,0,0,0,341,341,3410,10,445,16,4,7,56,,,15746.09344,14.3356548,1,63.421875,0,0,1,50.16827
34,cdpSimpleQuickSort,cdpSimpleQuickSort,256,32,8192,29,0,93,93,3525,37.90322581,15,11,4059,369,0,0,0,0,341,341,3410,10,445,16,4,7,56,,,15746.09344,14.3356548,1,63.421875,0,0,0.5,49.47513
35,cdpSimpleQuickSort,cdpSimpleQuickSort,256,64,16384,29,0,93,93,3525,37.90322581,15,11,4059,369,0,0,0,0,341,341,3410,10,445,16,4,7,111,,,15746.09344,28.67130959,2,63.421875,0,0,1,49.544
38,cdpSimpleQuickSort,cdpSimpleQuickSort,32,512,16384,29,0,93,93,3525,37.90322581,15,11,4059,369,0,0,0,0,341,341,3410,10,445,16,4,7,111,,,15746.09344,28.67130959,2,63.421875,0,0,1,52.02086
30,cdpSimpleQuickSort,cdpSimpleQuickSort,64,512,32768,29,0,93,93,3525,37.90322581,15,11,4059,369,0,0,0,0,341,341,3410,10,445,16,4,7,223,,,15746.09344,57.34261918,2,126.84375,0,0,1,50.81245
36,cdpSimpleQuickSort,cdpSimpleQuickSort,256,128,32768,29,0,93,186,7050,37.90322581,15,22,9240,420,0,0,0,0,341,682,6820,10,890,32,14,8,445,,,15772.38521,114.4940639,2,288.75,0,0,1,53.81
39,cdpSimpleQuickSort,cdpSimpleQuickSort,32,1024,32768,29,0,93,93,3525,37.90322581,15,11,4059,369,0,0,0,0,341,341,3410,10,445,16,4,7,223,,,15746.09344,57.34261918,2,126.84375,0,0,1,53.61662
31,cdpSimpleQuickSort,cdpSimpleQuickSort,64,1024,65536,29,0,93,93,3525,37.90322581,15,11,4059,369,0,0,0,0,341,341,3410,10,445,16,4,7,445,,,15746.09344,114.6852384,3,169.125,0,0,1,52.39233
37,cdpSimpleQuickSort,cdpSimpleQuickSort,256,256,65536,29,0,93,93,3525,37.90322581,15,11,4059,369,0,0,0,0,341,341,3410,10,445,16,4,7,445,,,15746.09344,114.6852384,3,169.125,0,0,1,51.97787
38,cfd,CFDFlux_193K,1008,192,193536,58,0,516,3096,258510,83.49806202,57,348,162750.5217,467.673913,0,0,0,0,40,9954,99540,10,13398,144,246,30,39566,,,16547.19938,10195.86873,7,8582.547045,0,0,0.38,83.57317
39,cfd,CFDFlux_97K,506,192,97152,58,0,516,1548,129255,83.49806202,57,174,81375.26087,467.673913,0,0,0,0,40,4977,49770,10,6699,72,123,15,9931,,,16134.70031,2627.965366,4,3769.764587,0,0,0.38,70.95756
40,cfd,CFDFlux_Missile,1212,192,232704,58,0,516,4128,344680,83.49806202,57,464,217000.6957,467.673913,0,0,0,0,40,13272,132720,10,17864,192,328,40,63431,,,16820.8672,16097.50936,8,12039.40627,0,0,0.38,85.13747
41,cfd,CFDInit_193K,1008,192,193536,16,0,12,72,3852,53.5,7,30,9030,301,0,0,0,0,12,264,2640,10,366,0,0,30,1081,,,15791.50041,921.016371,7,476.1914063,0,0,0.94,52.62731
40,cfd,CFDInit_97K,506,192,97152,16,0,12,36,1926,53.5,7,15,4515,301,0,0,0,0,12,132,1320,10,183,0,0,15,271,,,15755.65521,231.998984,4,209.1604614,0,0,0.94,49.04204
42,cfd,CFDInit_Missile,1212,192,232704,16,0,12,96,5136,53.5,7,40,12040,301,0,0,0,0,12,352,3520,10,488,0,0,40,1733,,,15815.38722,1475.941858,8,667.9907227,0,0,0.94,54.08761
43,cfd,CFDStepF_193K,1008,192,193536,18,0,34,204,54630,267.7941176,11,72,33212.57143,461.2857143,0,0,0,0,12,630,6300,10,906,0,36,6,2676,,,15891.7713,2196.492279,7,1751.444196,0,0,0.94,61.71231
43,cfd,CFDStepF_97K,506,192,97152,18,0,34,102,27315,267.7941176,11,36,16606.28571,461.2857143,0,0,0,0,12,315,3150,10,453,0,18,3,672,,,15805.83345,555.0299151,4,769.2975377,0,0,0.94,55.65748
44,cfd,CFDStepF_Missile,1212,192,232704,18,0,34,272,72840,267.7941176,11,96,44283.42857,461.2857143,0,0,0,0,12,840,8400,10,1208,0,48,8,4289,,,15949.0057,3512.58391,8,2456.886998,0,0,0.94,63.05411
45,cfd,CFDTimeStep_193K,1008,192,193536,24,0,37,222,17082,76.94594595,22,444,190725.75,429.5625,0,0,0,0,12,684,6840,10,1350,0,66,30,3987,,,16773.75887,12832.81891,7,10057.80322,0,0,0.94,59.28946
46,cfd,CFDTimeStep_97K,506,192,97152,24,0,37,111,8541,76.94594595,22,222,95362.875,429.5625,0,0,0,0,12,342,3420,10,675,0,33,15,1001,,,16248.7332,3329.390676,4,4417.750374,0,0,0.94,55.41582
51,cfd,CFDTimeStep_Missile,1212,192,232704,24,0,37,296,22776,76.94594595,22,592,254301,429.5625,0,0,0,0,12,912,9120,10,1800,0,88,40,6391,,,17121.615,20177.44013,8,14108.86285,0,0,0.94,60.5501
52,ConvT_R,ConvT_C,24576,192,4718592,27,0,55,7920,230688,29.12727273,4,288,86688,301,0,0,0,0,2,29664,296640,10,37872,144,0,144,2726784,,,16405.2296,207505.8439,136,5736.705882,0,0,0.94,99.71279
53,ConvT_R,ConvT_R,24576,192,4718592,27,0,55,7920,230688,29.12727273,4,144,43344,301,0,0,0,0,2,29664,296640,10,37728,144,0,144,2716416,,,16063.33667,105961.2048,136,2868.352941,0,0,0.94,97.38133
54,div,div,64,32,2048,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,2,,,15724.5748,0.6525123973,1,3.08203125,0,0,0.5,40.23654
55,div,div,128,16,2048,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,2,,,15724.5748,0.6525123973,1,3.08203125,0,0,0.5,40.38302
56,div,div,23,256,5888,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,5,,,15724.5748,1.957537192,1,8.860839844,0,0,1,40.76666
57,div,div,100,64,6400,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,5,,,15724.5748,2.120665291,1,9.631347656,0,0,1,40.85787
58,div,div,128,64,8192,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,7,,,15724.5748,2.610049589,1,12.328125,0,0,1,41.26676
